seq,first,last,age,street,city,state,zip,dollar,pick,date
8097,Lola,Houston,61,Revut Drive,Goddudo,CT,48786,$1153.37,GREEN,09/02/2034
8098,Edwin,Jensen,30,Etip Key,Tederuz,NJ,53432,$5996.81,GREEN,01/12/2003
8099,Maggie,Greer,28,Dinlel Pass,Niggeiri,OR,34912,$7856.61,BLUE,05/07/2012
8100,Lucas,Payne,34,Mioci Highway,Motpicli,NJ,76797,$7591.44,GREEN,12/06/1929
8101,Josephine,Cole,35,Devsi Turnpike,Titubu,WV,94707,$7702.42,YELLOW,10/04/1988
8102,Katie,Owen,27,Kaza Highway,Isumfe,FL,05841,$2391.93,GREEN,02/21/1981
8103,Craig,Houston,43,Mahdos Pike,Susvapov,CA,63931,$633.70,GREEN,05/17/1953
8104,Theodore,Ross,40,Kohma Ridge,Ovhiole,ID,36535,$180.13,RED,11/07/2027
8105,Myrtie,Cannon,20,Ehwor Boulevard,Ancegpu,MT,75298,$9253.06,RED,09/21/1960
8106,Iva,Townsend,42,Henkuz Terrace,Deczewlun,IN,89048,$5637.19,YELLOW,11/10/1961
8107,Juan,Cross,51,Holwe Square,Hunsazi,NY,59077,$5728.79,YELLOW,10/30/1933
8108,Curtis,Day,55,Wasok Mill,Dujlekob,OH,72341,$2718.31,RED,07/22/1966
8109,Gary,Campbell,23,Wutid Way,Paepifi,MO,33311,$7001.71,WHITE,05/26/1973
8110,Chad,Kennedy,29,Fiug Pass,Zotulnet,ID,98390,$1691.41,BLUE,09/02/1996
8111,Hilda,Miller,63,Rirha Street,Kojiji,GA,91213,$2197.17,WHITE,04/29/1974
8112,Lola,Miles,50,Ocet Key,Ididura,MD,59049,$5701.62,BLUE,09/16/1933
8113,Lily,Wade,20,Semguw Park,Waptejof,IL,31759,$4271.27,RED,11/19/1966
8114,Carl,Williamson,41,Suwec Extension,Duetwuc,NE,23810,$2359.40,RED,11/03/1954
8115,Carl,Hudson,18,Gemge Extension,Kuzwobe,PA,61972,$3509.04,WHITE,10/10/2065
8116,Mae,Rogers,32,Pojir Trail,Vabkumfo,SD,51262,$5011.68,RED,11/17/1999
8117,Gilbert,Allison,54,Jaczuj Ridge,Garirmi,WY,80197,$2714.94,RED,07/16/2029
8118,Tommy,Flores,65,Wikab Terrace,Igolura,ME,71011,$5728.56,GREEN,02/03/2011
8119,Devin,Dennis,18,Pesvus Turnpike,Tutufa,WI,69982,$9510.96,GREEN,12/18/2046
8120,Harriett,Arnold,57,Ruih Terrace,Miposjul,SD,62328,$7333.24,BLUE,02/11/2018
8121,Etta,Delgado,34,Mopup River,Ahmufa,SD,49678,$7873.25,BLUE,09/29/1960
8122,Amy,Snyder,46,Duwza Pike,Faokle,GA,99001,$9432.44,BLUE,11/23/1969
8123,Willie,Ellis,57,Ultu Drive,Esdola,NV,67220,$9489.69,GREEN,03/27/1964
8124,Norman,Sullivan,61,Rivwo Junction,Binliub,MI,24801,$4557.89,YELLOW,12/09/2040
8125,Ruby,Bryant,32,Mudisa Court,Zoicoab,ID,50857,$3941.15,GREEN,03/15/2044
8126,Leila,Adams,23,Gobe Square,Wuguduen,WY,40251,$7229.19,RED,08/08/1976
8127,Evelyn,Soto,54,Efuojo Loop,Revomeuhe,OK,03476,$757.05,GREEN,01/12/1918
8128,Sam,Sims,40,Vuza Square,Fezvupo,KS,70517,$7827.29,BLUE,01/28/2013
8129,Ella,Becker,53,Ejefor Manor,Renezos,AZ,21282,$5523.72,YELLOW,03/29/1943
8130,Johanna,Fernandez,31,Evouc Manor,Iweesuze,MD,25429,$9225.32,RED,09/11/1981
8131,Phillip,Ingram,51,Sage Street,Bujraroro,VT,14259,$5630.82,RED,05/14/1912
8132,Dustin,Cannon,18,Nupwaz Grove,Hulwiume,CA,49127,$7432.67,YELLOW,12/27/1946
8133,Mae,Kim,29,Upoala Glen,Vijdolu,WA,01009,$2052.74,GREEN,04/16/1958
8134,Dora,Morton,61,Muhba Circle,Wofsaje,MI,33681,$2635.50,GREEN,03/19/2007
8135,Anne,Blair,20,Bunle Square,Simotumaf,WY,17754,$204.59,WHITE,03/24/1994
8136,Anne,Gross,49,Kileh Pike,Useamdi,CT,37567,$170.28,GREEN,02/20/1933
8137,Henry,Atkins,55,Avvo Pass,Ticucjih,DC,89218,$4813.08,WHITE,03/26/2021
8138,Nellie,Johnston,43,Goab Key,Zunioze,TN,53891,$7618.23,BLUE,04/21/2025
8139,Francisco,Vega,25,Coti River,Uvirlo,HI,39097,$6714.26,BLUE,09/27/1905
8140,Louisa,Collier,29,Epso Loop,Zacdehe,LA,51979,$8450.03,GREEN,06/29/2064
8141,Eula,Carson,63,Cunwi Pass,Ebamuhho,NV,22198,$3335.38,BLUE,09/17/2001
8142,Cory,Harvey,37,Citna Junction,Vasjimun,MI,17288,$5650.06,WHITE,05/11/1996
8143,Rhoda,Price,52,Rasi Place,Cueffo,KS,14760,$591.58,BLUE,05/10/2036
8144,Victoria,Ross,60,Nubfe Highway,Kikiko,DE,49426,$6200.10,BLUE,10/21/2055
8145,Douglas,Hale,33,Zeja Loop,Dohpuro,NM,20235,$9193.66,YELLOW,09/16/1945
8146,Leona,Campbell,22,Sawpuw Highway,Vizriwel,OK,05266,$7740.10,YELLOW,04/13/2009
8147,Douglas,Burns,64,Refol Center,Biwetab,VT,97662,$1879.24,RED,08/15/1985
8148,Lura,Oliver,58,Fial Heights,Jiczelo,IA,56737,$5655.10,BLUE,09/17/1959
8149,Derrick,Flores,20,Ugefir Center,Ezojebeko,NM,61670,$2164.48,BLUE,04/06/1903
8150,Alice,Mendoza,53,Wocped Pike,Dubderu,TX,35870,$2747.32,YELLOW,03/26/2034
8151,Frederick,Massey,52,Noah Center,Weviham,MS,54993,$3552.62,GREEN,11/22/2038
8152,Lelia,Henderson,64,Dajzi Glen,Zoomanug,AZ,63791,$6386.53,RED,08/03/2001
8153,Jessie,Craig,28,Haso Road,Mibmuef,CO,73950,$4066.96,WHITE,08/20/1905
8154,Lucinda,Shaw,53,Sami Heights,Coafici,OR,73679,$8806.01,RED,01/18/1935
8155,Frank,McKinney,43,Jonpe Boulevard,Menfizap,IL,57206,$5601.94,RED,12/27/1957
8156,George,Burgess,23,Sihun Trail,Ogiwiklu,SD,66988,$351.35,BLUE,11/08/2054
8157,Howard,Ramos,48,Bozgo Square,Jolemfo,WI,04546,$8535.26,RED,11/29/1986
8158,Carolyn,Jackson,29,Gowoh Highway,Vazsonce,NM,43141,$3309.62,GREEN,04/14/2048
8159,Hallie,Hodges,40,Zurtup Place,Sefhovpol,CT,10108,$9156.79,WHITE,10/14/1943
8160,Dominic,Santos,61,Wuwhuf Road,Cerbadat,NY,98660,$9158.24,BLUE,09/28/2063
8161,Willie,Stanley,29,Wukiz Key,Igvujo,SD,12800,$77.95,BLUE,05/27/1964
8162,Alberta,Daniels,38,Bicuk Circle,Waligmen,ID,64152,$7916.78,RED,04/05/2002
8163,Elsie,Vasquez,60,Pohiz Drive,Poplifu,AR,12397,$9649.88,BLUE,03/19/1963
8164,Leona,Rice,39,Eksa Drive,Lituvi,VA,83488,$629.07,BLUE,09/28/2023
8165,Jesus,Chapman,55,Codozu Drive,Osputem,KY,21660,$7684.42,GREEN,02/07/2000
8166,Lenora,Marshall,65,Owoje Place,Aldumav,FL,71663,$8751.34,RED,07/16/1907
8167,Millie,Alexander,62,Tege Drive,Mirbucse,AL,06427,$3466.06,YELLOW,07/20/1995
8168,Jack,Maxwell,36,Wegugo Extension,Hunlotwot,NJ,61826,$2460.36,GREEN,05/06/1969
8169,Elva,Welch,33,Fiwim Point,Ogebabfug,UT,24009,$5669.54,GREEN,07/13/1991
8170,Lloyd,Ball,25,Hatbud Square,Huhmafa,GA,27685,$8548.05,WHITE,12/23/2000
8171,Ina,Moran,44,Ticzat Boulevard,Keccivrag,MN,46403,$3298.16,WHITE,02/19/1916
8172,Olive,Morris,36,Ibiji Glen,Agiimumi,ND,85892,$2372.22,RED,11/05/2045
8173,Justin,Riley,65,Vefmah Junction,Ijdubre,RI,50664,$8260.42,BLUE,02/19/1997
8174,Frank,McBride,46,Pizez Pike,Avfose,KY,29108,$7562.60,YELLOW,08/12/1990
8175,Mabelle,Park,42,Akesez Extension,Nujegazi,AL,33331,$1427.79,YELLOW,07/28/1947
8176,Jared,Copeland,29,Vagow Path,Nuwave,OH,64700,$4482.01,BLUE,10/14/1930
8177,Henrietta,Williamson,43,Foif Drive,Nedaluti,ID,67793,$6856.49,YELLOW,03/31/2044
8178,Bertie,Stewart,58,Fulrad Manor,Calkijpa,MI,65689,$2110.85,GREEN,08/05/1920
8179,Oscar,Carroll,18,Orme Parkway,Sakipbog,UT,33959,$1890.21,YELLOW,01/11/2058
8180,Stanley,Maxwell,41,Wilo Parkway,Salemooco,MT,79397,$7107.73,YELLOW,05/28/1947
8181,Gary,Patton,23,Mukwe Boulevard,Muhiro,AL,74175,$624.32,YELLOW,10/30/1937
8182,Emma,Flores,25,Gofbaf Heights,Foroasa,NC,89145,$1713.30,BLUE,11/02/1939
8183,Owen,Clarke,48,Icisi Junction,Zunmejkes,NY,59108,$6928.84,WHITE,05/10/2006
8184,Irene,Hunt,43,Zuug Mill,Jitojmo,TN,94220,$7731.56,YELLOW,05/24/2008
8185,Bertie,Graves,44,Pidav River,Silfarrad,AK,78106,$5289.30,BLUE,04/09/1980
8186,Ruby,Abbott,60,Lalez Park,Ibahpi,MN,57682,$9236.54,GREEN,03/26/2042
8187,Virginia,Gill,41,Cijno Highway,Wazzaolu,WV,96054,$740.55,GREEN,07/22/2001
8188,Marc,George,50,Meco Way,Johsebe,NV,31970,$905.46,WHITE,11/09/1905
8189,Glen,Chandler,29,Lehpu Key,Mahhigoz,DE,67941,$6784.41,BLUE,07/10/2069
8190,Genevieve,Dunn,43,Ofisi Terrace,Lajlubo,AR,20134,$7330.71,WHITE,11/10/1978
8191,Addie,Owen,34,Secer Avenue,Gojtafka,KS,74001,$3727.72,RED,11/23/1967
8192,Victor,Gilbert,63,Ceceb Street,Bosidos,KY,54663,$4086.31,YELLOW,05/31/1980
8193,Lucas,Scott,18,Bizij Plaza,Zawzapte,ND,69292,$1981.98,GREEN,01/03/1989
8194,Brent,Blair,50,Falud Court,Buruwuf,LA,84784,$7330.61,GREEN,04/12/2000
8195,Angel,Hale,36,Soti Key,Comruli,ID,42004,$5461.38,YELLOW,01/14/1908
8196,Teresa,Peterson,38,Abfob Turnpike,Duzvifof,SD,56198,$7130.30,BLUE,12/23/1932
8197,Lettie,Nguyen,39,Woka Glen,Majzodim,ME,09811,$3927.56,WHITE,08/31/1960
8198,James,Holmes,64,Iteko Loop,Jidruuse,SD,69400,$8855.33,YELLOW,01/29/2059
8199,Franklin,Gutierrez,57,Ujonej Manor,Devupad,VT,04346,$9457.39,WHITE,04/10/1912
8200,Amelia,Howard,57,Esauj View,Paerped,VA,84107,$7343.54,GREEN,04/15/2031
8201,Kate,Perez,40,Pazzuc Grove,Erodore,MI,52326,$9569.02,BLUE,12/22/2036
8202,Emilie,Weaver,28,Vezpov Circle,Vuhakez,MT,32051,$4340.70,BLUE,09/28/1991
8203,Flora,McLaughlin,28,Uwetul Mill,Hilocat,CA,15874,$4979.84,WHITE,10/09/1968
8204,Nina,Flores,58,Gocji Avenue,Iwpivog,DE,77436,$8733.52,YELLOW,07/12/1946
8205,Sara,Byrd,36,Lacem Lane,Pertude,MS,61898,$348.15,BLUE,11/03/1991
8206,Isabelle,Schultz,47,Ruvbef Ridge,Loffudmud,AK,45465,$6593.71,GREEN,03/13/1989
8207,Stephen,Frazier,53,Vaem Extension,Betajke,WA,97774,$648.92,YELLOW,04/16/1987
8208,David,Ferguson,26,Cosapa Heights,Gozdibil,MD,38927,$814.44,RED,03/17/2037
8209,Violet,Harmon,26,Vezze River,Nadrieb,MA,82577,$9603.53,RED,07/08/2024
8210,Pearl,Murray,51,Kuvdu Road,Hialgo,VT,46115,$7133.54,BLUE,01/01/1920
8211,Josie,Copeland,62,Nasawa River,Daohac,NJ,10857,$1132.33,WHITE,05/20/2056
8212,Fanny,Diaz,23,Pewjuf Extension,Hadaso,MN,45940,$6757.92,BLUE,05/15/2025
8213,Rose,Lee,28,Sewe Mill,Nomogfu,IN,15477,$889.63,YELLOW,05/11/2060
8214,Ronnie,Farmer,21,Anuogu Lane,Rikgiga,WI,52610,$3287.51,RED,03/25/2025
8215,Ina,Ryan,27,Wuse Drive,Urelefje,KY,61650,$2438.49,WHITE,02/07/1985
8216,Nathaniel,Castro,47,Ipzop Terrace,Dosudru,TX,50526,$9824.76,BLUE,03/25/2011
8217,Jayden,Wells,55,Gawi Mill,Tavefweh,NJ,69117,$808.27,YELLOW,11/26/1948
8218,Leah,Cooper,46,Vudov Grove,Kalidum,MO,15996,$2439.03,RED,04/08/2025
8219,Georgia,Gross,59,Pamog Avenue,Jizgugic,NC,28065,$2764.80,YELLOW,04/02/1953
8220,Ray,Santos,27,Tasge Highway,Serjogu,OH,61355,$5261.39,WHITE,02/08/1968
8221,Benjamin,Griffith,19,Zewolu Pass,Sizetbu,RI,35390,$1958.59,YELLOW,07/28/2026
8222,Lola,Haynes,55,Sula Key,Buktonwor,MI,33165,$1062.34,WHITE,10/17/1995
8223,Nicholas,Blake,50,Gilwir Avenue,Vuberwak,KS,02297,$6520.76,YELLOW,07/09/2006
8224,Janie,Valdez,44,Laos Place,Epmewe,KY,98609,$2195.88,WHITE,10/23/1918
8225,Austin,Beck,19,Solwot Avenue,Salifub,AZ,08024,$6300.78,BLUE,03/13/1965
8226,Janie,Richardson,20,Pegi Park,Wehbiev,GA,10651,$6626.03,RED,10/11/1935
8227,Jacob,Jordan,31,Hazu Path,Besajo,NV,18405,$9938.81,YELLOW,11/18/1907
8228,Hettie,Stokes,56,Juniv Circle,Lafeug,SC,82934,$9097.95,YELLOW,07/06/2038
8229,Thomas,Lyons,23,Pezi Circle,Pasiziud,TN,22282,$2955.48,WHITE,05/12/1947
8230,Lulu,Banks,44,Bavete Pike,Zidocfu,OH,71406,$7964.05,WHITE,12/04/1993
8231,Jason,Moore,21,Ecgu Square,Ofireknoj,IN,84563,$8854.90,GREEN,11/07/1938
8232,Jerome,Vega,33,Vofpur Boulevard,Ujeetufak,SD,49469,$1228.98,RED,03/16/2019
8233,Eugenia,Moreno,54,Kadhej Highway,Rotoip,MI,82711,$4611.21,GREEN,10/06/1917
8234,Olivia,Haynes,22,Koras Parkway,Obevoka,OK,38934,$2923.93,BLUE,11/10/2021
8235,Belle,Lawrence,19,Vagku Point,Wubzedu,NM,15886,$8080.31,RED,12/15/1917
8236,Aiden,Perez,36,Guvaf Pike,Etopmas,IN,98499,$8443.62,GREEN,03/29/1992
8237,Hunter,Hamilton,49,Fifmu Terrace,Jetidwul,AZ,67152,$8380.19,WHITE,12/27/2029
8238,Adele,Reeves,60,Emiwu Terrace,Luatajej,TX,40067,$3766.37,WHITE,09/13/2058
8239,Susan,Lindsey,44,Mudil Lane,Ugajonun,FL,16146,$4420.95,GREEN,09/30/1931
8240,Louis,Smith,48,Pija Ridge,Parpukara,IL,04107,$1094.56,RED,08/24/1968
8241,Dean,Guerrero,54,Idhar Key,Diruodo,WA,20430,$4462.75,GREEN,03/20/2070
8242,Landon,Newton,42,Mepdom Junction,Acgepjoc,LA,85364,$7764.66,YELLOW,06/05/1919
8243,Marguerite,Nunez,48,Ehdo Square,Peruzlil,NE,85516,$2612.20,BLUE,10/04/2033
8244,Hulda,Burton,31,Bapoc Heights,Tugigusi,AZ,34934,$1030.15,WHITE,01/06/1960
8245,Ricky,Atkins,61,Odpo Loop,Zekfenje,NE,98391,$2355.81,BLUE,08/14/2021
8246,Connor,Saunders,22,Doku Place,Mubwipab,WI,59963,$9077.62,YELLOW,01/26/1944
8247,Leonard,McCormick,62,Nucik Court,Uvhorku,MO,57966,$3283.62,RED,08/31/1984
8248,Polly,Briggs,25,Gatbu Mill,Buwebagab,NV,96971,$3764.53,WHITE,03/26/1914
8249,Julian,Horton,34,Cafdiw Glen,Novuwbuc,MS,65776,$2765.06,WHITE,10/23/1909
8250,Craig,Schultz,34,Mujug Manor,Pazhaproc,CO,40807,$597.34,GREEN,12/26/1954
8251,Miguel,Vaughn,19,Bepu Grove,Gijutvoh,NJ,79932,$1907.75,YELLOW,03/09/1926
8252,Earl,Phillips,21,Mogel Parkway,Zifuam,OR,55155,$8944.64,RED,10/31/2030
8253,Ruby,Copeland,65,Zatzi Trail,Pedoza,SC,78241,$9318.96,WHITE,02/01/1956
8254,Willie,Ferguson,28,Orale Ridge,Vojifgo,KS,13736,$7706.74,YELLOW,12/26/2061
8255,Lewis,McLaughlin,52,Jira Trail,Wohdome,NE,74696,$6458.95,RED,12/10/1972
8256,Louis,Maldonado,56,Wabzif Heights,Gazevtu,ID,25424,$223.42,BLUE,12/21/2060
8257,Duane,Pearson,57,Sesave Heights,Zavkauk,TX,39360,$4891.27,RED,05/26/1922
8258,Madge,Gonzales,29,Jumpi Extension,Tifemrur,MS,30482,$3692.70,WHITE,01/02/1989
8259,Michael,Summers,37,Nepol Heights,Uchorbu,VT,83953,$4077.35,GREEN,10/03/2057
8260,Miguel,Vasquez,19,Reto Pass,Pocawsar,AK,84175,$5931.46,BLUE,04/02/1944
8261,Christina,Robertson,56,Anka Loop,Rukagez,MO,26566,$2185.51,WHITE,06/22/2026
8262,Brent,Singleton,56,Padu Trail,Ukaogaj,UT,88250,$8406.54,BLUE,04/25/1907
8263,Alberta,Wilkins,30,Afaco Trail,Poggowe,FL,81680,$5185.63,BLUE,08/06/1945
8264,Mildred,Higgins,31,Fopup Ridge,Mutrizut,ME,03547,$3183.33,WHITE,04/19/1990
8265,Melvin,Wilson,58,Vupup Terrace,Jagrusiz,AL,28215,$2790.12,GREEN,05/24/1984
8266,Alta,McCarthy,20,Dowuk Path,Atnebri,MD,84036,$5183.16,RED,12/22/2068
8267,Angel,Aguilar,64,Bukdin Avenue,Izeebapu,DE,47806,$6559.98,RED,05/03/1962
8268,Mae,Christensen,36,Budkuk Turnpike,Obkofcop,FL,90667,$6489.66,GREEN,08/02/1900
8269,Virginia,Hardy,62,Dotzaz Lane,Kubdicas,OK,61996,$4565.39,GREEN,02/03/2050
8270,Erik,Elliott,18,Osiad Trail,Vakfuwa,NJ,02439,$27.82,WHITE,08/03/2007
8271,Cory,Wise,60,Ruszem View,Hiziweweg,DC,46861,$1767.30,YELLOW,06/07/1954
8272,Tom,Gonzalez,58,Labti Circle,Bevati,ME,07403,$7040.64,YELLOW,08/30/2011
8273,Micheal,Larson,52,Bigsep Mill,Izjefi,NV,40404,$7978.77,GREEN,03/20/1918
8274,Hattie,Torres,55,Weas Manor,Hukurfi,AZ,72659,$9575.79,GREEN,06/17/1944
8275,Mathilda,Houston,43,Potup Highway,Vaetav,AZ,58490,$8655.16,RED,08/18/1922
8276,Teresa,Ramsey,28,Uvlah Path,Felgifi,NE,01247,$6741.71,GREEN,05/20/1926
8277,Stella,Chandler,20,Upgo Avenue,Ruwfudho,OH,37036,$3154.45,RED,04/01/1993
8278,Francis,Pittman,33,Cessoc Plaza,Piuruala,OK,99098,$6420.36,YELLOW,11/02/2026
8279,Mabel,Sullivan,45,Juzaru Avenue,Hijegban,IL,02391,$3048.27,BLUE,09/15/2054
8280,Mina,Richards,38,Tebod Parkway,Fizohoum,NH,02519,$5739.24,GREEN,08/05/1991
8281,Shawn,Harrison,28,Gukfif Court,Zaploweka,VT,65292,$1915.83,WHITE,08/03/2018
8282,Lucy,Alexander,26,Kihgi Extension,Icbawwef,MA,32883,$8069.63,YELLOW,06/08/2002
8283,Estella,Keller,56,Jeedi Way,Rodaljem,NE,44910,$4116.78,WHITE,02/21/2039
8284,Douglas,Rodgers,61,Wonho Square,Nibufdi,GA,83506,$3945.66,RED,02/04/1995
8285,Leon,Chandler,65,Rekcut Square,Cobfufis,IA,29949,$8795.39,BLUE,04/01/1944
8286,Seth,Briggs,34,Hevfo Circle,Mimion,SD,17829,$1167.02,RED,07/08/1991
8287,Nelle,Swanson,26,Obbon Highway,Ewjucoj,IA,85713,$5621.75,WHITE,07/29/1982
8288,Ernest,Lyons,51,Upovid Key,Viihsib,GA,14985,$1342.07,BLUE,03/29/1933
8289,Evan,Cook,25,Jihaj Path,Porzucvif,ME,52567,$7093.99,BLUE,09/13/1903
8290,Lottie,Harper,21,Obba Square,Hadize,NY,29709,$2673.32,WHITE,10/02/1911
8291,Ralph,Blake,63,Rovul Grove,Gilkopa,MT,81547,$1401.36,GREEN,03/29/2019
8292,Ray,Wells,63,Canu Parkway,Zugkudi,MO,18420,$8213.12,BLUE,09/06/2024
8293,Lilly,Torres,40,Lodvec Drive,Lofibka,IL,98460,$3319.89,BLUE,05/07/1994
8294,Howard,Barnett,21,Rufub Grove,Kikjaki,KY,31425,$1048.82,YELLOW,10/12/1917
8295,Curtis,Francis,51,Peli Place,Govelzoj,WI,50149,$9336.72,RED,02/07/2067
8296,Ruth,Bowers,18,Ivipod Square,Mosnubud,TX,29067,$4129.15,YELLOW,11/08/2039
8297,Craig,Nguyen,57,Vujsu Parkway,Vifujnej,NV,80568,$3447.44,GREEN,06/19/1936
8298,Delia,Wagner,25,Imavoh Extension,Omfanug,OH,86796,$3837.27,BLUE,07/29/1962
8299,Rose,Buchanan,26,Fecuw Lane,Wahvuplar,IL,25859,$6333.69,YELLOW,01/06/1998
8300,Victoria,Rios,19,Gafa Pass,Geisafi,IA,06568,$6666.17,BLUE,02/13/2006
8301,Dominic,Meyer,44,Lusmit Court,Lamuepu,ND,70557,$3527.22,WHITE,08/12/2015
8302,Lester,Webb,32,Ovebi Point,Widtuwlu,NM,20614,$247.18,YELLOW,04/08/2006
8303,Calvin,Zimmerman,53,Emsak Parkway,Loumnek,ME,58562,$4978.61,GREEN,10/03/1969
8304,Benjamin,Christensen,29,Pozad Extension,Mekwadlu,WY,42663,$8547.92,RED,10/31/1944
8305,Ola,Vasquez,34,Edmo Path,Ridrejteg,MO,68845,$7643.84,RED,07/12/2028
8306,Ann,McKinney,57,Ritcud Circle,Rugbocku,NY,44139,$8733.51,GREEN,10/23/2059
8307,Jackson,Garner,28,Voghet Way,Efborel,TX,67711,$7264.03,WHITE,08/07/2018
8308,Olive,Hodges,64,Ilaefa Terrace,Gizgovome,OK,01093,$5986.82,GREEN,03/19/1950
8309,Dominic,Hughes,33,Zabe Circle,Ucirojsoc,KS,29271,$4349.20,WHITE,02/28/1945
8310,Hannah,Powers,27,Dekop Parkway,Zochogbu,AR,56551,$7260.07,RED,11/10/1912
8311,Ora,Simpson,56,Vuho Loop,Kaiveema,MD,22173,$2676.13,YELLOW,12/04/1927
8312,Ralph,Page,19,Jeda Park,Ebugidib,MA,88195,$3631.23,WHITE,12/12/2021
8313,Franklin,Dawson,27,Vaok Plaza,Omdomaj,WA,97386,$8273.66,YELLOW,06/03/1923
8314,Josephine,Lopez,54,Wucov Road,Ubumjat,TN,20297,$4563.52,WHITE,12/02/2037
8315,Mario,Blake,57,Marciv Heights,Gugatdon,IL,88209,$5635.48,WHITE,09/05/2013
8316,Tommy,Griffin,48,Vewuc Point,Bolodika,MN,81068,$5800.61,GREEN,08/12/2038
8317,Christina,Ingram,63,Movo Place,Pefutwiz,NJ,99578,$4997.77,WHITE,04/23/1910
8318,Jessie,Parsons,25,Zaha Turnpike,Viebuda,KY,92778,$516.98,GREEN,05/22/1971
8319,Chad,Bates,65,Jada Heights,Cowovdi,ME,49369,$8635.06,RED,06/28/2005
8320,Minnie,Sullivan,52,Ramuj Point,Nuamkuc,ND,32437,$2263.81,GREEN,12/24/1937
8321,Wayne,Stevens,19,Jufem Glen,Kofuktir,HI,27053,$2499.54,GREEN,03/31/1935
8322,Lena,Bell,19,Zopij Circle,Evpailu,MN,80250,$6722.89,BLUE,08/24/2068
8323,Sadie,Zimmerman,48,Kowedo Mill,Kughoket,KY,10308,$4942.24,GREEN,09/30/1957
8324,Jeanette,Wells,54,Vazo Turnpike,Ubokiiv,PA,60659,$7634.06,RED,10/13/1971
8325,Effie,Drake,60,Maez Key,Jojmino,KS,07970,$5055.44,WHITE,03/24/2042
8326,Gilbert,Porter,26,Vuruz Trail,Megdiru,AL,33231,$8842.44,RED,08/26/1912
8327,Marvin,Mack,50,Megiz Mill,Kepzesu,NC,30443,$6473.48,BLUE,12/25/1961
8328,Amy,Payne,51,Jihse Heights,Rofegfo,PA,51190,$4891.33,BLUE,06/26/1973
8329,Travis,Robinson,63,Ewaobi Park,Bejsewpoc,TX,20377,$5998.67,BLUE,11/26/1908
8330,Cecilia,Cox,42,Alze Pike,Goiwba,WI,79941,$3465.52,BLUE,11/01/2015
8331,Elijah,Wilson,42,Hasvu Lane,Egfire,DC,71708,$991.35,YELLOW,10/13/2005
8332,Clyde,Morgan,30,Gico Parkway,Adaububeh,OK,84144,$523.70,WHITE,09/09/2011
8333,Georgie,Bishop,65,Fipe Turnpike,Sutinefi,UT,36294,$8520.09,GREEN,01/21/2038
8334,Lida,Wise,42,Izki Street,Ajewekeco,MI,26748,$5614.77,YELLOW,07/07/2065
8335,Dale,Hubbard,43,Erekul Avenue,Egpuhad,IA,67695,$9877.48,RED,10/24/2007
8336,Amelia,Phillips,61,Goke Trail,Judeot,MO,33260,$179.59,BLUE,06/27/2022
8337,Rosie,Sanders,43,Komzes Turnpike,Wikana,IN,92885,$955.38,BLUE,08/11/1940
8338,Roxie,Lucas,44,Ebvag River,Lavvaafe,SC,54956,$7992.73,RED,03/15/2053
8339,Winifred,Pope,21,Buvrig View,Hajtekih,WY,83590,$3841.04,WHITE,03/24/1968
8340,Louise,Hoffman,45,Nibi Avenue,Tetkasim,NM,80494,$5591.50,YELLOW,08/07/1961
8341,Jerry,Andrews,19,Supi Key,Gavipu,NV,52347,$6126.92,RED,02/21/1933
8342,Catherine,King,31,Wezub Path,Fenuvez,OH,10466,$2645.17,YELLOW,02/05/1907
8343,Augusta,Lindsey,38,Kupor Extension,Venwimo,SD,83437,$9269.89,YELLOW,11/06/2009
8344,Esther,Carlson,27,Giha Point,Minnulik,DE,04861,$7731.23,GREEN,08/14/2022
8345,Jonathan,Watts,28,Dazpi Pike,Unogastin,AR,94601,$7579.77,RED,02/25/1920
8346,Alma,Huff,18,Udicin Road,Jedneil,MO,72937,$1682.61,YELLOW,02/25/1957
8347,Aaron,Ryan,63,Voluc Square,Zijvoluk,MI,35189,$1405.17,WHITE,09/28/2065
8348,Ollie,Cunningham,29,Lauvo Turnpike,Tajange,MA,14795,$6255.22,WHITE,06/20/1975
8349,Arthur,Hall,40,Duog Pass,Makabo,SD,30627,$6419.46,YELLOW,10/02/2049
8350,Isabella,Weber,26,Himu Loop,Zortufe,AL,30622,$6115.56,WHITE,07/13/1951
8351,Vera,Maldonado,40,Wina Place,Viewuhi,CT,82007,$7496.43,WHITE,11/22/1917
8352,Gerald,Colon,59,Vovnak Parkway,Piveal,ID,95595,$6158.49,WHITE,11/25/2046
8353,Charlie,Andrews,64,Faake Place,Nomwojja,WI,35192,$5733.22,WHITE,06/28/1974
8354,Dora,Padilla,18,Apih Trail,Recduva,LA,86043,$4506.89,WHITE,08/07/1963
8355,Emily,Potter,29,Akfot Center,Lomcisrej,TN,35908,$365.08,BLUE,11/06/2004
8356,Rena,Watts,43,Lewlac Ridge,Vohmanbe,CO,93614,$4721.78,WHITE,02/17/1974
8357,Isabelle,Young,48,Udzud Lane,Hatolud,NC,43271,$5192.49,GREEN,10/24/2056
8358,Maria,Romero,47,Hajgig Manor,Mosadge,WI,69472,$9065.12,RED,05/05/2021
8359,Erik,Phelps,42,Wizci View,Covnuztag,WI,39683,$7023.20,GREEN,05/01/2004
8360,Esther,Moss,53,Kepe Way,Cazdiwwaw,SC,76614,$9075.54,RED,06/15/1951
